"","year","term"
"51299",1995,"rock"
"51322",1995,"indie"
"51326",1995,"pop"
"51333",2008,"jazz"
"51357",2008,"hip hop"
"51367",2008,"pop"
"51375",2006,"jazz"
"51399",2006,"hip hop"
"51409",2006,"pop"
"51420",2007,"rock"
"51435",2005,"rock"
"51443",1996,"jazz"
"51450",1996,"pop"
"51484",1996,"rock"
"51486",2009,"pop"
"51503",2009,"rock"
"51507",2004,"pop"
"51524",2004,"rock"
"51528",2009,"pop"
"51545",2009,"rock"
"51549",2009,"pop"
"51566",2009,"rock"
"51607",1979,"pop"
"51619",1979,"rock"
"51636",1979,"indie"
"51650",1984,"pop"
"51662",1984,"rock"
"51679",1984,"indie"
"51693",1983,"pop"
"51705",1983,"rock"
"51722",1983,"indie"
"51736",1985,"pop"
"51748",1985,"rock"
"51765",1985,"indie"
"51779",1983,"pop"
"51791",1983,"rock"
"51808",1983,"indie"
"51816",1985,"pop"
"51825",1985,"rock"
"51839",1986,"pop"
"51848",1986,"rock"
"51862",1986,"pop"
"51871",1986,"rock"
"51881",1971,"rock"
"51893",2001,"jazz"
"51897",2001,"pop"
"51902",2001,"hip hop"
"51907",2001,"rock"
"51911",2001,"indie"
"51933",1999,"jazz"
"51937",1999,"pop"
"51942",1999,"hip hop"
"51947",1999,"rock"
"51951",1999,"indie"
"51973",2001,"jazz"
"51977",2001,"pop"
"51982",2001,"hip hop"
"51987",2001,"rock"
"51991",2001,"indie"
"52015",1999,"rock"
"52053",2002,"indie"
"52077",2002,"hip hop"
"52079",2002,"rock"
"52081",2002,"pop"
"52101",1970,"rock"
"52111",1970,"indie"
"52116",1970,"jazz"
"52117",1970,"pop"
"52138",2007,"rock"
"52148",2007,"indie"
"52153",2007,"jazz"
"52154",2007,"pop"
"52175",1982,"rock"
"52185",1982,"indie"
"52190",1982,"jazz"
"52191",1982,"pop"
"52197",1995,"pop"
"52210",1995,"jazz"
"52211",1995,"hip hop"
"52212",1995,"rock"
"52219",1989,"pop"
"52232",1989,"jazz"
"52233",1989,"hip hop"
"52234",1989,"rock"
"52242",1997,"jazz"
"52245",1997,"hip hop"
"52246",1997,"indie"
"52267",1997,"pop"
"52281",1989,"rock"
"52288",1989,"jazz"
"52323",1991,"rock"
"52330",1991,"jazz"
"52365",1996,"rock"
"52372",1996,"jazz"
"52407",1991,"rock"
"52414",1991,"jazz"
"52449",1989,"rock"
"52456",1989,"jazz"
"52491",1991,"rock"
"52498",1991,"jazz"
"52547",2006,"jazz"
"52548",2006,"rock"
"52562",1986,"rock"
"52577",1986,"indie"
"52593",1993,"rock"
"52608",1993,"indie"
"52624",1993,"rock"
"52639",1993,"indie"
"52655",1979,"rock"
"52670",1979,"indie"
"52686",1999,"rock"
"52701",1999,"indie"
"52718",1999,"indie"
"52722",1999,"pop"
"52744",1999,"rock"
"52748",1999,"hip hop"
"52763",1991,"indie"
"52767",1991,"pop"
"52789",1991,"rock"
"52793",1991,"hip hop"
"52808",1971,"indie"
"52812",1971,"pop"
"52834",1971,"rock"
"52838",1971,"hip hop"
"52851",1998,"indie"
"52853",1998,"pop"
"52857",1992,"jazz"
"52858",1992,"rock"
"52872",2001,"jazz"
"52873",2001,"rock"
"52891",1995,"jazz"
"52896",1995,"rock"
"52921",1995,"pop"
"52932",1995,"jazz"
"52937",1995,"rock"
"52962",1995,"pop"
"52977",1980,"hip hop"
"52986",1980,"pop"
"52995",1980,"jazz"
"53049",2006,"hip hop"
"53059",2006,"jazz"
"53062",2006,"pop"
"53072",2006,"rock"
"53095",2003,"hip hop"
"53105",2003,"jazz"
"53108",2003,"pop"
"53118",2003,"rock"
"53141",2003,"hip hop"
"53151",2003,"jazz"
"53154",2003,"pop"
"53164",2003,"rock"
"53198",1995,"rock"
"53221",1995,"hip hop"
"53229",1998,"rock"
"53257",2007,"indie"
"53269",2007,"pop"
"53277",2007,"rock"
"53287",2007,"hip hop"
"53300",1977,"jazz"
"53305",1977,"pop"
"53308",1977,"hip hop"
"53316",1977,"rock"
"53337",1977,"jazz"
"53342",1977,"pop"
"53345",1977,"hip hop"
"53353",1977,"rock"
"53383",2009,"rock"
"53385",2009,"pop"
"53401",2009,"rock"
"53403",2009,"pop"
"53406",1991,"hip hop"
"53426",2002,"hip hop"
"53446",1995,"hip hop"
"53466",1995,"hip hop"
"53486",1993,"hip hop"
"53509",1994,"pop"
"53525",1994,"rock"
"53531",2003,"hip hop"
"53567",2003,"pop"
"53568",2003,"jazz"
"53572",2003,"rock"
"53580",1994,"jazz"
"53600",1994,"hip hop"
"53604",1994,"indie"
"53617",1994,"jazz"
"53637",1994,"hip hop"
"53641",1994,"indie"
"53654",1992,"jazz"
"53674",1992,"hip hop"
"53678",1992,"indie"
"53691",1991,"jazz"
"53711",1991,"hip hop"
"53715",1991,"indie"
"53734",2005,"indie"
"53739",2005,"hip hop"
"53743",2005,"jazz"
"53759",2005,"rock"
"53781",2008,"jazz"
"53805",1977,"pop"
"53814",1977,"hip hop"
"53818",1977,"jazz"
"53835",1977,"rock"
"53881",1993,"pop"
"53890",1993,"rock"
"53891",1993,"hip hop"
"53900",2009,"hip hop"
"53904",2009,"pop"
"53930",2009,"rock"
"53940",2008,"rock"
"53947",2008,"pop"
"53961",2002,"rock"
"53968",2002,"pop"
"53982",2007,"rock"
"53989",2007,"pop"
"54003",2002,"rock"
"54010",2002,"pop"
"54024",1995,"rock"
"54031",1995,"pop"
"54045",1986,"rock"
"54052",1986,"pop"
"54066",2004,"rock"
"54073",2004,"pop"
"54087",2005,"rock"
"54094",2005,"pop"
"54108",1985,"rock"
"54115",1985,"pop"
"54128",1989,"rock"
"54130",1989,"indie"
"54132",1989,"pop"
"54143",1989,"jazz"
"54171",2006,"rock"
"54173",2006,"indie"
"54175",2006,"pop"
"54186",2006,"jazz"
"54214",1996,"rock"
"54216",1996,"indie"
"54218",1996,"pop"
"54229",1996,"jazz"
"54257",1989,"rock"
"54259",1989,"indie"
"54261",1989,"pop"
"54272",1989,"jazz"
"54303",2004,"jazz"
"54318",2004,"indie"
"54339",1988,"jazz"
"54347",1988,"rock"
"54352",1988,"pop"
"54382",1999,"jazz"
"54390",1999,"rock"
"54395",1999,"pop"
"54425",1995,"jazz"
"54433",1995,"rock"
"54438",1995,"pop"
"54468",1988,"jazz"
"54476",1988,"rock"
"54481",1988,"pop"
"54511",1963,"jazz"
"54519",1963,"rock"
"54524",1963,"pop"
"54557",1991,"jazz"
"54558",1991,"rock"
"54572",1986,"pop"
"54582",1986,"rock"
"54590",2007,"pop"
"54600",2007,"rock"
"54608",1986,"pop"
"54618",1986,"rock"
"54629",2007,"rock"
"54649",1988,"indie"
"54654",1988,"jazz"
"54666",1988,"pop"
"54680",1988,"hip hop"
"54682",1988,"rock"
"54698",1983,"indie"
"54703",1983,"jazz"
"54715",1983,"pop"
"54729",1983,"hip hop"
"54731",1983,"rock"
"54747",1988,"indie"
"54752",1988,"jazz"
"54764",1988,"pop"
"54778",1988,"hip hop"
"54780",1988,"rock"
"54787",1996,"indie"
"54811",1996,"jazz"
"54818",1996,"hip hop"
"54820",1996,"pop"
"54827",1996,"rock"
"54838",2007,"pop"
"54840",2007,"indie"
"54854",2007,"rock"
"54871",2007,"jazz"
"54880",2008,"pop"
"54882",2008,"indie"
"54896",2008,"rock"
"54913",2008,"jazz"
"54922",2004,"pop"
"54924",2004,"indie"
"54938",2004,"rock"
"54955",2004,"jazz"
"54964",2004,"pop"
"54966",2004,"indie"
"54980",2004,"rock"
"54997",2004,"jazz"
"55006",2002,"pop"
"55008",2002,"indie"
"55022",2002,"rock"
"55039",2002,"jazz"
"55048",2008,"pop"
"55050",2008,"indie"
"55064",2008,"rock"
"55081",2008,"jazz"
"55090",2002,"pop"
"55092",2002,"indie"
"55106",2002,"rock"
"55123",2002,"jazz"
"55132",2007,"pop"
"55134",2007,"indie"
"55148",2007,"rock"
"55165",2007,"jazz"
"55178",2003,"indie"
"55205",2003,"rock"
"55210",2003,"hip hop"
"55234",1994,"rock"
"55257",1978,"rock"
"55280",1981,"rock"
"55293",1992,"hip hop"
"55294",1992,"rock"
"55323",1992,"pop"
"55337",1996,"hip hop"
"55338",1996,"rock"
"55367",1996,"pop"
"55381",1995,"hip hop"
"55382",1995,"rock"
"55411",1995,"pop"
"55416",1935,"rock"
"55422",1935,"jazz"
"55428",1935,"hip hop"
"55451",1930,"rock"
"55457",1930,"jazz"
"55463",1930,"hip hop"
"55486",1935,"rock"
"55492",1935,"jazz"
"55498",1935,"hip hop"
"55521",1965,"rock"
"55527",1965,"jazz"
"55533",1965,"hip hop"
"55556",1993,"rock"
"55562",1993,"jazz"
"55568",1993,"hip hop"
"55603",2009,"rock"
"55605",2009,"jazz"
"55613",2009,"pop"
"55616",2009,"hip hop"
"55635",2009,"rock"
"55637",2009,"jazz"
"55645",2009,"pop"
"55648",2009,"hip hop"
"55667",2004,"rock"
"55669",2004,"jazz"
"55677",2004,"pop"
"55680",2004,"hip hop"
"55693",2002,"rock"
"55724",1972,"jazz"
"55766",1927,"jazz"
"55808",1926,"jazz"
"55850",1926,"jazz"
"55892",2007,"jazz"
"55955",2001,"hip hop"
"55962",2001,"jazz"
"55972",1991,"pop"
"55980",1991,"rock"
"55986",1991,"jazz"
"55996",1991,"pop"
"56004",1991,"rock"
"56010",1991,"jazz"
"56020",2002,"pop"
"56028",2002,"rock"
"56034",2002,"jazz"
"56044",1999,"pop"
"56052",1999,"rock"
"56058",1999,"jazz"
"56068",1999,"pop"
"56076",1999,"rock"
"56082",1999,"jazz"
"56092",1985,"pop"
"56100",1985,"rock"
"56106",1985,"jazz"
"56116",1999,"pop"
"56124",1999,"rock"
"56130",1999,"jazz"
"56142",2004,"rock"
"56145",2004,"hip hop"
"56154",2004,"pop"
"56194",1993,"jazz"
"56202",1991,"rock"
"56218",1991,"jazz"
"56233",1967,"rock"
"56236",1967,"jazz"
"56263",1967,"hip hop"
"56278",1999,"jazz"
"56282",1999,"rock"
"56294",1999,"hip hop"
"56351",1998,"hip hop"
"56372",1998,"pop"
"56378",1998,"indie"
"56392",2003,"hip hop"
"56413",2003,"pop"
"56419",2003,"indie"
"56430",2009,"hip hop"
"56432",2009,"rock"
"56463",2009,"pop"
"56467",2009,"indie"
"56477",1993,"hip hop"
"56479",1993,"rock"
"56510",1993,"pop"
"56514",1993,"indie"
"56524",1993,"hip hop"
"56526",1993,"rock"
"56557",1993,"pop"
"56561",1993,"indie"
"56571",1990,"hip hop"
"56573",1990,"rock"
"56604",1990,"pop"
"56608",1990,"indie"
"56618",1995,"hip hop"
"56620",1995,"rock"
"56651",1995,"pop"
"56655",1995,"indie"
"56658",2007,"rock"
"56699",1982,"rock"
"56708",2009,"pop"
"56727",2009,"rock"
"56748",2009,"pop"
"56767",2009,"rock"
"56788",2001,"rock"
"56789",2001,"jazz"
"56793",2001,"pop"
"56824",1996,"jazz"
"56826",1996,"hip hop"
"56830",1996,"pop"
"56836",1996,"rock"
"56847",1993,"jazz"
"56849",1993,"hip hop"
"56853",1993,"pop"
"56859",1993,"rock"
"56876",1979,"rock"
"56882",1979,"indie"
"56918",1980,"rock"
"56924",1980,"indie"
"56960",1981,"rock"
"56966",1981,"indie"
"57002",1996,"rock"
"57008",1996,"indie"
"57044",2000,"rock"
"57050",2000,"indie"
"57074",2005,"indie"
"57082",2005,"rock"
"57088",2005,"pop"
"57097",2006,"hip hop"
"57140",1981,"pop"
"57153",1981,"jazz"
"57163",1981,"indie"
"57164",1981,"rock"
"57178",1997,"pop"
"57191",1997,"jazz"
"57201",1997,"indie"
"57202",1997,"rock"
"57216",1987,"pop"
"57229",1987,"jazz"
"57239",1987,"indie"
"57240",1987,"rock"
"57254",2000,"pop"
"57267",2000,"jazz"
"57277",2000,"indie"
"57278",2000,"rock"
"57292",1999,"pop"
"57305",1999,"jazz"
"57315",1999,"indie"
"57316",1999,"rock"
"57331",1998,"rock"
"57335",1998,"pop"
"57345",1994,"rock"
"57348",1994,"pop"
"57350",1994,"jazz"
"57351",1994,"indie"
"57371",1998,"rock"
"57374",1998,"pop"
"57376",1998,"jazz"
"57377",1998,"indie"
"57397",1998,"rock"
"57400",1998,"pop"
"57402",1998,"jazz"
"57403",1998,"indie"
"57423",1996,"rock"
"57426",1996,"pop"
"57428",1996,"jazz"
"57429",1996,"indie"
"57449",1998,"rock"
"57452",1998,"pop"
"57454",1998,"jazz"
"57455",1998,"indie"
"57473",1994,"jazz"
"57514",1982,"jazz"
"57574",2009,"rock"
"57601",2008,"indie"
"57608",2008,"pop"
"57633",2008,"rock"
"57635",2008,"hip hop"
"57641",2007,"indie"
"57648",2007,"pop"
"57673",2007,"rock"
"57675",2007,"hip hop"
"57681",2003,"indie"
"57688",2003,"pop"
"57713",2003,"rock"
"57715",2003,"hip hop"
"57729",2005,"rock"
"57730",2005,"pop"
"57732",2005,"indie"
"57745",2007,"rock"
"57746",2007,"pop"
"57748",2007,"indie"
"57761",2006,"rock"
"57762",2006,"pop"
"57764",2006,"indie"
"57767",2003,"jazz"
"57790",2003,"rock"
"57798",2003,"hip hop"
"57809",2003,"pop"
"57824",2003,"indie"
"57836",2005,"indie"
"57847",2009,"indie"
"57857",2009,"pop"
"57864",2009,"rock"
"57874",2009,"jazz"
"57891",2009,"indie"
"57901",2009,"pop"
"57908",2009,"rock"
"57918",2009,"jazz"
"57935",1994,"indie"
"57945",1994,"pop"
"57952",1994,"rock"
"57962",1994,"jazz"
"57980",2002,"jazz"
"58001",2003,"hip hop"
"58014",2008,"hip hop"
"58062",1994,"rock"
"58077",1997,"rock"
"58111",1976,"rock"
"58112",1976,"jazz"
"58156",2004,"rock"
"58157",2004,"jazz"
"58201",1971,"rock"
"58202",1971,"jazz"
"58246",1970,"rock"
"58247",1970,"jazz"
"58291",1970,"rock"
"58292",1970,"jazz"
"58307",2002,"hip hop"
"58325",2002,"rock"
"58346",2001,"hip hop"
"58364",2001,"rock"
"58385",2004,"hip hop"
"58403",2004,"rock"
"58424",2001,"hip hop"
"58442",2001,"rock"
"58480",2006,"rock"
"58504",2005,"rock"
"58528",2006,"rock"
"58533",2008,"rock"
"58537",2008,"pop"
"58549",2008,"indie"
"58561",2010,"pop"
"58564",2010,"indie"
"58571",2010,"rock"
"58606",1997,"pop"
"58609",1997,"indie"
"58616",1997,"rock"
"58651",1997,"pop"
"58654",1997,"indie"
"58661",1997,"rock"
"58696",1997,"pop"
"58699",1997,"indie"
"58706",1997,"rock"
"58741",2003,"pop"
"58744",2003,"indie"
"58751",2003,"rock"
"58786",1994,"pop"
"58789",1994,"indie"
"58796",1994,"rock"
"58831",2010,"pop"
"58834",2010,"indie"
"58841",2010,"rock"
"58872",1982,"rock"
"58902",2009,"hip hop"
"58935",1978,"rock"
"58953",2006,"rock"
"58955",2006,"jazz"
"58958",2006,"indie"
"58961",2006,"pop"
"58988",2006,"rock"
"58990",2006,"jazz"
"58993",2006,"indie"
"58996",2006,"pop"
"59023",2006,"rock"
"59025",2006,"jazz"
"59028",2006,"indie"
"59031",2006,"pop"
"59058",2004,"rock"
"59060",2004,"jazz"
"59063",2004,"indie"
"59066",2004,"pop"
"59099",2007,"rock"
"59116",2007,"rock"
"59126",2004,"hip hop"
"59140",1995,"hip hop"
"59154",1996,"hip hop"
"59168",2004,"hip hop"
"59182",1995,"hip hop"
"59196",1999,"hip hop"
"59227",2006,"rock"
"59281",2001,"indie"
"59292",2001,"rock"
"59298",2001,"hip hop"
"59306",2001,"indie"
"59317",2001,"rock"
"59323",2001,"hip hop"
"59333",2003,"rock"
"59373",2006,"rock"
"59413",2000,"rock"
"59453",2003,"rock"
"59505",1972,"jazz"
"59508",1972,"rock"
"59524",1972,"hip hop"
"59527",1972,"pop"
"59563",2003,"pop"
"59580",2003,"hip hop"
"59581",2003,"indie"
"59584",2003,"rock"
"59590",1994,"rock"
"59596",1994,"pop"
"59614",2004,"jazz"
"59625",2004,"rock"
"59656",2006,"rock"
"59697",2000,"rock"
"59709",2009,"pop"
"59724",2009,"indie"
"59748",2001,"rock"
"59750",2001,"pop"
"59764",2001,"rock"
"59766",2001,"pop"
"59779",1999,"jazz"
"59783",1999,"pop"
"59809",1999,"rock"
"59820",1999,"indie"
"59821",1999,"hip hop"
"59825",2003,"rock"
"59836",2003,"pop"
"59848",2004,"rock"
"59859",2004,"pop"
"59871",2007,"rock"
"59882",2007,"pop"
"59894",2007,"rock"
"59905",2007,"pop"
"59917",2003,"rock"
"59928",2003,"pop"
"59940",2007,"rock"
"59951",2007,"pop"
"59963",2007,"rock"
"59974",2007,"pop"
"59997",2010,"pop"
"60007",2010,"jazz"
"60008",2010,"hip hop"
"60019",2010,"indie"
"60020",2010,"rock"
"60032",1999,"rock"
"60051",1999,"pop"
"60062",1993,"pop"
"60073",2005,"pop"
"60084",2005,"pop"
"60095",2003,"pop"
"60106",2005,"pop"
"60117",1999,"pop"
"60139",2000,"hip hop"
"60181",1998,"rock"
"60219",1998,"rock"
"60257",2000,"rock"
"60295",2002,"rock"
"60297",1993,"rock"
"60315",1993,"jazz"
"60329",1993,"pop"
"60339",2002,"rock"
"60357",2002,"jazz"
"60371",2002,"pop"
"60381",1990,"rock"
"60399",1990,"jazz"
"60413",1990,"pop"
"60425",2002,"jazz"
"60426",2002,"rock"
"60427",2002,"pop"
"60428",2002,"indie"
"60442",2002,"jazz"
"60443",2002,"rock"
"60444",2002,"pop"
"60445",2002,"indie"
"60459",2002,"jazz"
"60460",2002,"rock"
"60461",2002,"pop"
"60462",2002,"indie"
"60476",2002,"jazz"
"60477",2002,"rock"
"60478",2002,"pop"
"60479",2002,"indie"
"60493",2002,"jazz"
"60494",2002,"rock"
"60495",2002,"pop"
"60496",2002,"indie"
"60514",2005,"rock"
"60527",2005,"rock"
"60540",2010,"rock"
"60550",1995,"indie"
"60564",1995,"pop"
"60577",1996,"hip hop"
"60591",2001,"indie"
"60604",2001,"rock"
"60621",1963,"rock"
"60628",1963,"pop"
"60650",1964,"rock"
"60657",1964,"pop"
"60679",1964,"rock"
"60686",1964,"pop"
"60708",1981,"rock"
"60715",1981,"pop"
"60737",1972,"rock"
"60744",1972,"pop"
"60766",1966,"rock"
"60773",1966,"pop"
"60798",1996,"rock"
"60846",2007,"rock"
"60854",2006,"rock"
"60881",2006,"pop"
"60892",2006,"jazz"
"60902",2009,"rock"
"60929",2009,"pop"
"60940",2009,"jazz"
"60950",1990,"rock"
"60977",1990,"pop"
"60988",1990,"jazz"
"61016",2008,"rock"
"61030",2001,"rock"
"61039",2001,"hip hop"
"61040",2001,"pop"
"61051",2001,"jazz"
"61061",2001,"indie"
"61077",2006,"rock"
"61086",2006,"hip hop"
"61087",2006,"pop"
"61098",2006,"jazz"
"61108",2006,"indie"
"61124",2001,"rock"
"61133",2001,"hip hop"
"61134",2001,"pop"
"61145",2001,"jazz"
"61155",2001,"indie"
"61189",1999,"jazz"
"61190",1999,"rock"
"61198",1999,"pop"
"61210",1999,"hip hop"
"61225",1974,"rock"
"61243",1974,"pop"
"61266",1971,"rock"
"61284",1971,"pop"
"61307",1993,"pop"
"61321",1988,"pop"
"61329",1988,"hip hop"
"61333",1988,"indie"
"61355",1988,"rock"
"61360",1988,"pop"
"61368",1988,"hip hop"
"61372",1988,"indie"
"61394",1988,"rock"
"61399",1988,"pop"
"61407",1988,"hip hop"
"61411",1988,"indie"
"61433",1988,"rock"
"61438",1988,"pop"
"61446",1988,"hip hop"
"61450",1988,"indie"
"61472",1988,"rock"
"61493",1983,"hip hop"
"61495",1983,"rock"
"61532",1979,"rock"
"61540",1979,"pop"
"61543",1979,"hip hop"
"61575",1981,"rock"
"61583",1981,"pop"
"61586",1981,"hip hop"
"61618",1979,"rock"
"61626",1979,"pop"
"61629",1979,"hip hop"
"61636",2003,"jazz"
"61667",1990,"jazz"
"61675",1990,"pop"
"61678",1990,"rock"
"61709",1966,"jazz"
"61717",1966,"pop"
"61720",1966,"rock"
"61746",2008,"rock"
"61749",2008,"indie"
"61753",2008,"pop"
"61777",2010,"rock"
"61846",2004,"pop"
"61850",2004,"hip hop"
"61855",2004,"rock"
"61873",2003,"pop"
"61877",2003,"jazz"
"61879",2003,"rock"
"61883",2003,"indie"
"61900",2005,"pop"
"61904",2005,"jazz"
"61906",2005,"rock"
"61910",2005,"indie"
"61927",2000,"pop"
"61931",2000,"jazz"
"61933",2000,"rock"
"61937",2000,"indie"
"61944",1997,"rock"
"61952",1997,"indie"
"61970",1997,"pop"
"61973",1997,"jazz"
"61978",1997,"hip hop"
"61991",2001,"rock"
"61999",2001,"indie"
"62017",2001,"pop"
"62020",2001,"jazz"
"62025",2001,"hip hop"
"62035",1999,"indie"
"62049",1999,"pop"
"62053",1999,"jazz"
"62068",2001,"indie"
"62082",2001,"pop"
"62086",2001,"jazz"
"62101",1999,"indie"
"62115",1999,"pop"
"62119",1999,"jazz"
"62134",2009,"indie"
"62148",2009,"pop"
"62152",2009,"jazz"
"62183",2002,"rock"
"62184",2002,"pop"
"62192",2002,"hip hop"
"62224",1998,"pop"
"62227",1998,"rock"
"62257",2006,"pop"
"62260",2006,"rock"
"62290",2002,"pop"
"62293",2002,"rock"
"62311",2008,"rock"
"62341",1996,"rock"
"62344",1996,"pop"
"62363",2007,"rock"
"62366",2007,"pop"
"62368",1994,"rock"
"62372",1994,"jazz"
"62516",2004,"pop"
"62539",1998,"jazz"
"62540",1998,"pop"
"62544",1998,"rock"
"62551",1998,"hip hop"
"62566",1997,"pop"
"62577",1997,"jazz"
"62582",1997,"rock"
"62615",1997,"rock"
"62639",2005,"pop"
"62673",2005,"rock"
"62683",1972,"pop"
"62717",1972,"rock"
"62727",1971,"pop"
"62761",1971,"rock"
"62771",1972,"pop"
"62805",1972,"rock"
"62815",1972,"pop"
"62849",1972,"rock"
"62859",2005,"pop"
"62893",2005,"rock"
"62925",2002,"indie"
"62926",2002,"rock"
"62931",1996,"rock"
"62936",1996,"indie"
"62942",1996,"pop"
"62949",2008,"rock"
"62954",2008,"indie"
"62960",2008,"pop"
"62967",1995,"rock"
"62972",1995,"indie"
"62978",1995,"pop"
"62985",2002,"rock"
"62990",2002,"indie"
"62996",2002,"pop"
"63004",2004,"pop"
"63008",2004,"rock"
"63013",2006,"pop"
"63017",2006,"rock"
"63022",2009,"pop"
"63026",2009,"rock"
"63031",2008,"pop"
"63048",2008,"rock"
"63053",2008,"hip hop"
"63061",2008,"indie"
"63080",2009,"pop"
"63097",2009,"rock"
"63102",2009,"hip hop"
"63110",2009,"indie"
"63150",2003,"rock"
"63176",2002,"rock"
"63194",2002,"pop"
"63195",2002,"hip hop"
"63219",1993,"indie"
"63225",1993,"rock"
"63244",1993,"pop"
"63248",1993,"hip hop"
"63265",1991,"indie"
"63271",1991,"rock"
"63290",1991,"pop"
"63294",1991,"hip hop"
"63311",1998,"indie"
"63317",1998,"rock"
"63336",1998,"pop"
"63340",1998,"hip hop"
"63357",2006,"indie"
"63363",2006,"rock"
"63382",2006,"pop"
"63386",2006,"hip hop"
"63403",2008,"indie"
"63409",2008,"rock"
"63428",2008,"pop"
"63432",2008,"hip hop"
"63439",2003,"pop"
"63444",2003,"rock"
"63452",2002,"pop"
"63457",2002,"rock"
"63465",2003,"pop"
"63470",2003,"rock"
"63483",2005,"jazz"
"63516",1999,"jazz"
"63524",1999,"hip hop"
"63526",1999,"rock"
"63527",1999,"pop"
"63560",1991,"jazz"
"63568",1991,"hip hop"
"63570",1991,"rock"
"63571",1991,"pop"
"63591",2006,"rock"
"63595",2006,"pop"
"63596",2006,"hip hop"
"63622",2004,"rock"
"63626",2004,"pop"
"63627",2004,"hip hop"
"63653",2006,"rock"
"63657",2006,"pop"
"63658",2006,"hip hop"
"63684",2003,"rock"
"63688",2003,"pop"
"63689",2003,"hip hop"
"63759",1983,"jazz"
"63783",1983,"hip hop"
"63784",1983,"rock"
"63798",1983,"pop"
"63803",2001,"jazz"
"63827",2001,"hip hop"
"63828",2001,"rock"
"63842",2001,"pop"
"63847",2005,"jazz"
"63871",2005,"hip hop"
"63872",2005,"rock"
"63886",2005,"pop"
"63904",1997,"hip hop"
"63911",1997,"pop"
"63915",1997,"rock"
"63944",1992,"hip hop"
"63951",1992,"pop"
"63955",1992,"rock"
"63985",2001,"pop"
"64001",2005,"rock"
"64005",2005,"indie"
"64016",2005,"rock"
"64020",2005,"indie"
"64031",2005,"rock"
"64035",2005,"indie"
"64048",2004,"indie"
"64050",2004,"hip hop"
"64056",2004,"pop"
"64073",2004,"rock"
"64092",2004,"jazz"
"64103",2004,"pop"
"64111",1997,"pop"
"64116",1997,"jazz"
"64134",1983,"rock"
"64145",1983,"hip hop"
"64163",1983,"jazz"
"64172",1983,"pop"
"64182",1980,"rock"
"64193",1980,"hip hop"
"64211",1980,"jazz"
"64220",1980,"pop"
"64230",1982,"rock"
"64241",1982,"hip hop"
"64259",1982,"jazz"
"64268",1982,"pop"
"64282",1999,"hip hop"
"64286",1999,"rock"
"64304",1999,"indie"
"64315",1999,"jazz"
"64317",1999,"pop"
"64330",1974,"hip hop"
"64334",1974,"rock"
"64352",1974,"indie"
"64363",1974,"jazz"
"64365",1974,"pop"
"64375",2008,"rock"
"64384",2008,"indie"
"64389",2008,"rock"
"64398",2008,"indie"
"64420",1998,"rock"
"64461",2007,"hip hop"
"64467",2007,"pop"
"64492",2009,"hip hop"
"64498",2009,"pop"
"64516",1960,"pop"
"64535",1960,"indie"
"64539",1960,"rock"
"64543",1960,"hip hop"
"64549",1960,"jazz"
"64564",1995,"pop"
"64583",1995,"indie"
"64587",1995,"rock"
"64591",1995,"hip hop"
"64597",1995,"jazz"
"64612",1960,"pop"
"64631",1960,"indie"
"64635",1960,"rock"
"64639",1960,"hip hop"
"64645",1960,"jazz"
"64651",2002,"pop"
"64662",2005,"jazz"
"64685",2005,"rock"
"64702",2006,"jazz"
"64725",2006,"rock"
"64735",2006,"rock"
"64742",2006,"hip hop"
"64744",2006,"indie"
"64748",2006,"pop"
"64750",2006,"rock"
"64757",2006,"hip hop"
"64759",2006,"indie"
"64763",2006,"pop"
"64765",2005,"rock"
"64772",2005,"hip hop"
"64774",2005,"indie"
"64778",2005,"pop"
"64780",2005,"rock"
"64787",2005,"hip hop"
"64789",2005,"indie"
"64793",2005,"pop"
"64803",1995,"hip hop"
"64804",1995,"pop"
"64814",1995,"rock"
"64819",1995,"jazz"
"64852",2000,"hip hop"
"64853",2000,"pop"
"64863",2000,"rock"
"64868",2000,"jazz"
"64901",2009,"hip hop"
"64902",2009,"pop"
"64912",2009,"rock"
"64917",2009,"jazz"
"64950",1992,"hip hop"
"64951",1992,"pop"
"64961",1992,"rock"
"64966",1992,"jazz"
"64994",1999,"rock"
"64998",1999,"pop"
"65010",1993,"rock"
"65014",1993,"pop"
"65026",1990,"rock"
"65030",1990,"pop"
"65042",1993,"rock"
"65046",1993,"pop"
"65060",1998,"rock"
"65071",1998,"jazz"
"65092",1998,"pop"
"65095",1998,"hip hop"
"65106",2008,"jazz"
