"","V1","V2","V3","V4"
"1412",1995,"TRANKMZ128F42A0098","Frank Stokes","Nehi Mamma Blues"
"1413",1995,"TRASNJX128F4230E5E","Fruko Y Sus Tesos","Tania"
"1414",1995,"TRAKYNP128F427FB32","Fuel","The Name Is..."
"1415",1995,"TRAFUWI128F934C730","GWAR","Surf of Syn"
"1416",1995,"TRAUUIF128F93232FE","God Lives Underwater","Don't Know How To Be"
"1417",1995,"TRAOOSW12903CBF122","Grandpa Jones","Don't Look Back"
"1418",1995,"TRALGZN128F14956C4","Grandpa Jones","Falling Leaves"
"1419",1995,"TRBGZRQ12903CFAAA4","Hank Locklin","Let Me Be the One"
"1420",1995,"TRAECWI128F4226133","Helmet","Your Head"
"1421",1995,"TRABUSZ128F4257BAB","Ini Kamoze","Here Comes The Hotstepper"
"1422",1995,"TRAWSJK128F42767F2","Ini Kamoze","Here Comes The Hotstepper"
"1423",1995,"TRAKABH128F14A0747","J.B. Lenoir","I Feel So Good"
"1424",1995,"TRAHIJE128F4243356","Jack Off Jill","Horrible"
"1425",1995,"TRAJSFB128F4270AED","Jerry Lewis","It All Depends On You"
"1426",1995,"TRAYVOO128F4270AEB","Jerry Lewis","Shine On Your Shoes"
"1427",1995,"TRAQLNE128F42AC1AF","Judas Iscariot","Babylon"
"1428",1995,"TRBICPL128F9303BB0","Justo Almario","In Your Dreams"
"1429",1995,"TRAOKSC128F4264989","K's Choice","A Sound That Only You Can Hear"
"1430",1995,"TRAFRVU128F42649A6","K's Choice","My Record Company"
"1431",1995,"TRACAYI128F4235122","Kaija Koo","Seuraavassa elämässä"
"1432",1995,"TRBHDGB128F4235137","Kaija Koo","Viimeiset hitaat"
"1433",1995,"TRALTZZ12903CB7DD0","Kris Kristofferson","Killer Barracuda"
"1434",1995,"TRBGZLM128F4221E63","Less Than Jake","Fucked"
"1435",1995,"TRBCHEE128F92F82D0","Liam O'Flynn","Romeo's Exile"
"1436",1995,"TRBCBXZ128F14628C3","Lighthouse Family","Ocean Drive"
"1437",1995,"TRAZANO128F429A795","Little Milton","Little Bluebird"
"1438",1995,"TRAADLX128F1469250","Loudon Wainwright III","Human Cannonball"
"1439",1995,"TRAMLQC128F429222A","Marc Lavoine","Si Tu Veux Le Savoir"
"1440",1995,"TRAXRAA128F931DFC4","Marilyn Scott","Take Me With You"
"1441",1995,"TRARGTV128F4274FB6","Masta Ace Incorporated","Ain't No Game"
"1442",1995,"TRASAEN128F4266178","Maurane","Manies Manigances"
"1443",1995,"TRAEMGL128F4266177","Maurane","Juste Une Petite Fille"
"1444",1995,"TRAEROM12903CB2814","Memphis La Blusera","La Revolución"
"1445",1995,"TRAVDGG128F92E389A","Memphis Minnie","Nothing In Rambling"
"1446",1995,"TRACQIS128F92CBED8","Michael Jackson","HISTORY"
"1447",1995,"TRAHLDG128F92EB4A9","Michael Jackson","Tabloid Junkie"
"1448",1995,"TRAOJYI128F42AD95E","Miossec","Que Devient Ton Poing Quand Tu Tends Les Doigts"
"1449",1995,"TRAPEPI128F4226DDD","Miossec","Regarde Un Peu La France"
"1450",1995,"TRANAGV128F4289B5F","Mobb Deep","(The Grave Prelude)"
"1451",1995,"TRAGVAO128F4289B5D","Mobb Deep","Up North Trip"
"1452",1995,"TRAFUWS128F9320678","Mongo Santamaria","Hush"
"1453",1995,"TRAVUYA128F92EBE1E","Mongo Santamaria Orchestra","Federico"
"1454",1995,"TRAULOO12903CF47B6","Moonspell","Alma Mater"
"1455",1995,"TRBBNTP128F92D934C","Mungo Jerry","It's A Secret"
"1456",1995,"TRAZEBG128F1456D2E","MxPx","You Found Me"
"1457",1995,"TRBDBJM128F1456D2D","MxPx","Drum Machine Joy"
"1458",1995,"TRAMKXD128F146697F","Neil Innes","Come Out Into The Open"
"1459",1995,"TRAFQJT12903CF4891","Ol' Dirty Bastard","Hippa To Da Hoppa [Explicit Version]"
"1460",1995,"TRARTCZ128F427A176","Otis Spann","No More Doggin'"
"1461",1995,"TRAPMZJ128F42AFC5C","Otis Spann","Someday Baby"
"1462",1995,"TRAREGG128F425A5D8","Out Of The Grey","Dreaming Of April"
"1463",1995,"TRAKOPE128F421CE6A","Patsy Cline","I Cried All The Way To The Altar"
"1464",1995,"TRAYSUA128F9338AD8","Pedro Aznar","Amor De Juventud"
"1465",1995,"TRADOSF128F9338ADB","Pedro Aznar","Stand"
"1466",1995,"TRAPQBU128F934C32D","Primordial","Here I Am King"
"1467",1995,"TRAMXGR128E07822CC","Radiohead","Bullet Proof ... I Wish I Was (Acoustic)"
"1468",1995,"TRBFLOH128F42630E3","Regina Belle","You Are Everything"
"1469",1995,"TRAMRBW12903CA654C","Rodney O & Joe Cooley","Supercuts"
"1470",1995,"TRAIWKK128F92FA8A9","Rodney O_ Joe Cooley","Let's Have Some Fun"
"1471",1995,"TRBBRTY128F4260973","Screamin' Jay Hawkins","Talk About Me"
"1472",1995,"TRAHEQC128F42153D6","Sergio Dalma","La Marca De Tus Labios"
"1473",1995,"TRAWLYD128F42153D2","Sergio Dalma","Un Cachito De Ti"
"1474",1995,"TRABQZK128F92F54F4","Shakira","Pienso En Ti"
"1475",1995,"TRBFJPO128F4295BE3","Shakira","Estoy Aquí"
"1476",1995,"TRBCTBL128F931FF29","Shamen","Transamazonia (Deep Dish No Doze Mix)"
"1477",1995,"TRAGJQL128E078E840","Shania Twain","Raining On Our Love"
"1478",1995,"TRADSQZ128F42707D7","Silverchair","Suicidal Dream"
"1479",1995,"TRADFID128F4267231","Silverchair","Cicada"
"1480",1995,"TRANTJK128F92E5935","Simply Red","Fairground (+ Sample)"
"1481",1995,"TRALDAC128F9349882","Skeeter Davis","Am I That Easy To Forget"
"1482",1995,"TRAHHMM128F932D5D9","Sonic Subjunkies","Turntable Terrorist"
"1483",1995,"TRACGOI128F92FE771","Steve Riley & The Mamou Playboys","Between Eunice & Opelousas"
"1484",1995,"TRAWXXP128F92FE765","Steve Riley & The Mamou Playboys","Katherine"
"1485",1995,"TRBBBLA128F424E963","Sunscreem","Exodus"
"1486",1995,"TRBDGQU128F146607A","Suzi Quatro","Born To Run"
"1487",1995,"TRAWTOK12903D0A21B","Swans Of Avon","When Heaven Falls"
"1488",1995,"TRADNKT128F42388A1","Terror Fabulous","Position"
"1489",1995,"TRAIFSJ128F92FE22F","The Brooklyn Tabernacle Choir","Everything I Desire"
"1490",1995,"TRAAHRF128F92FE234","The Brooklyn Tabernacle Choir","Lead Me Lord"
"1491",1995,"TRADVCK128F92FE22E","The Brooklyn Tabernacle Choir","All That You Need"
"1492",1995,"TRABMDW128F14682DD","The Bucketheads","Sayin' Dope"
"1493",1995,"TRAGFDW128F14682F5","The Bucketheads","Little Louie Bonus"
"1494",1995,"TRBGSCR128F92FE2AE","The Crystal Method","Keep Hope Alive"
"1495",1995,"TRAAQUC128F9322A82","The Gone Jackals","Not Buried Deep Enough"
"1496",1995,"TRATHVA128F9322A79","The Gone Jackals","Drop The Hammer"
"1497",1995,"TRBGKJU128E079851F","The Highwaymen","The Road Goes On Forever"
"1498",1995,"TRABJZT128F425C8DC","The Pharcyde / Big Boy / Schmooche Cat / Randy Mack","The Hustle"
"1499",1995,"TRAAJAC128F148B530","The Roches","Christlike Roche"
"1500",1995,"TRAPEIN128E078892E","The Smashing Pumpkins","Rotten Apples"
"1501",1995,"TRBGDCN12903CB8D6C","Tresenlesen","Rülpsen Sie Eine Hauptstadt"
"1502",1995,"TRAASSO12903CDD2FF","Ultraviolence","Murder Academy"
"1503",1995,"TRANMRR128F42666C4","Vilma E Vampiros Palma","Se Puede Salir"
"1504",1995,"TRAQMOX12903CAEBD7","Virgil Moorefield","Get Moose and Squirrel"
"1505",1995,"TRARDHN128F4243072","Zumpano","Wraparound Shades (Album)"
"1506",1996,"TRAXOHK128F42514BE","5 Blind Boys Of Alabama","If You Don't Pray For Me"
"1507",1996,"TRBDRIT128F42929A1","A Tribe Called Quest","Get A Hold"
"1508",1996,"TRALKVK128F14554D7","Bad Brains","At The Atlantis"
"1509",1996,"TRAMDWV128F931B5BD","Barenaked Ladies","This Is Where It Ends (Album Version)"
"1510",1996,"TRANCFS12903C9B61B","Belle and Sebastian","Like Dylan In The Movies"
"1511",1996,"TRAQAIW12903C9B61E","Belle and Sebastian","I Could Be Dreaming"
"1512",1996,"TRAMIGP128F9335408","Bersuit Vergarabat","Bolivian Surf"
"1513",1996,"TRADFOQ128F9335409","Bersuit Vergarabat","Bolero Militar"
"1514",1996,"TRAJGMN128F148C8BD","Bert Kaempfert","Don't Go"
"1515",1996,"TRALUZX12903CAD456","Bill Laswell","Digitaria"
"1516",1996,"TRAAQOH128F4265CE6","Bizarre Inc","Miracle"
"1517",1996,"TRAHZIL12903CF1DC2","Blind Willie Johnson","If I Had My Way I'd Tear This Building Down"
"1518",1996,"TRAHUGQ128F92FF08F","Boards of Canada","Happy Cycling"
"1519",1996,"TRAKRXM128F4250E33","Bob Marley","Corner Stone"
"1520",1996,"TRAHLVW128F426684F","Bobby Pulido","Mi Alma Esta Enamorada"
"1521",1996,"TRBGMJD128F4266852","Bobby Pulido","La Rosa"
"1522",1996,"TRAKUJS128F14668E5","Butthole Surfers","Ulcer Breakout"
"1523",1996,"TRAOBKM128F92F894E","Chalk Farm","Lillie Anne"
"1524",1996,"TRALZTM128F92EC5F0","Céline Dion","Because You Loved Me (Theme from ""Up Close and Personal"")"
"1525",1996,"TRBIJIA128F425F57D","David Arkenstone","The Forgotten Lands"
"1526",1996,"TRAUISB128F423D3F0","Deville_ Willy","Loup Garou"
"1527",1996,"TRAAPFQ128F42684DB","Dimmu Borgir","Master Of Disharmony"
"1528",1996,"TRBDOGI128F4252243","Dimmu Borgir","Broderskapets ring"
"1529",1996,"TRAEQLX128F1468799","Dream Warriors","Sound Clash"
"1530",1996,"TRBBSBF128F14687A4","Dream Warriors","Sound Clash (featuring Beenie Man) - FattaSly Extended Mix"
"1531",1996,"TRACWON128F429BE8D","Elakelaiset","Humppa"
"1532",1996,"TRASONX128F429BE8C","Elakelaiset","Pottajenkka"
"1533",1996,"TRADIHL128F92FE59A","Eric Champion","Dress Me Up"
"1534",1996,"TRASZPM128F425A17C","Faithless","Drifting Away"
"1535",1996,"TRASFJS128F92FFC18","Francis Lai","13 jours en France"
"1536",1996,"TRAYSMW128F1468307","Fun Lovin' Criminals","We Have All The Time In The World"
"1537",1996,"TRAEPAW128F4285BAB","Geggy Tah","Gina"
"1538",1996,"TRBCLIO128F426E4B8","Gene Autry","Frankie And Johnny"
"1539",1996,"TRAVQIO128E0790E80","George Faith","If Loving You Is Wrong I Don't Wanna Be Right"
"1540",1996,"TRAFAID128F4243DAF","Heaven 17","Resurrection Man"
"1541",1996,"TRBAPPF128F4243DA5","Heaven 17","We Blame Love"
"1542",1996,"TRBGXTS128F9308E62","Helen Hobson","Merry-Go-Round"
"1543",1996,"TRBFBQO12903CE7ACD","Iggy And The Stooges","Raw Power"
"1544",1996,"TRAPZYB128F9309217","Illya Kuryaki And The Valderramas","Ninja Mental"
"1545",1996,"TRAUWIL128F9334C00","Jeanie Lambe & The Danny Moss Quartet","My Funny Valentine"
"1546",1996,"TRAFUOZ128EF35A549","John Frizzell","DEFCON 4"
"1547",1996,"TRAKMGY128F4269E37","Johnny Horton","Got The Bull By The Horns"
"1548",1996,"TRBEIYU128F92E88A9","Johnny Horton","The Golden Rocket"
"1549",1996,"TRAOIRH128F427C366","Keb' Mo'","Dangerous Mood"
"1550",1996,"TRAHZXY128F930A09A","Kool Keith","Wanna Be A Star"
"1551",1996,"TRAIWZZ128F9306AFF","Korn","Proud"
"1552",1996,"TRBFFIF128F4233A62","Lady Saw","Love & Understanding"
"1553",1996,"TRANLMB12903CA8250","Lambda","Hold On Tight"
"1554",1996,"TRAYUKR128F9344BB4","Leningrad Cowboys","Ulan Bator Girls"
"1555",1996,"TRBFRFR128E0781C86","Less Than Jake","Automatic"
"1556",1996,"TRBDHUR128F423EC48","Love and Rockets","Sweet Lover Hangover"
"1557",1996,"TRAZFAV128F92F1459","Mae West","Little Bar Butterfly"
"1558",1996,"TRAOXGY12903CD926C","Martin Denny","Manila"
"1559",1996,"TRAQEOG128F9353981","Martin Sexton","Caught In The Rain"
"1560",1996,"TRAYRWJ128F425FE5D","Michael Gettel","Wind And Water"
"1561",1996,"TRAGCSE128F425FE4B","Michael Gettel","Safe Passage"
"1562",1996,"TRASCAH128F147371F","Michèle Arnaud","Ballade Des Oiseaux De Croix"
"1563",1996,"TRBCNUH12903CC27A5","Mike Bloomfield","Junko partner"
"1564",1996,"TRAYDYV128F42906E1","Mindy McCready","Breakin' It"
"1565",1996,"TRAWGXD128F428A36B","Mindy McCready","Guys Do It All The Time"
"1566",1996,"TRBIIJY12903CE4755","Mindy McCready","Ten Thousand Angels"
"1567",1996,"TRAWSXV128F4273E35","Mobb Deep","Hell On Earth (Front Lines)"
"1568",1996,"TRBCIXV128F4261F09","Neil Diamond","Reminisce For A While (Sung With Raul Malo)"
"1569",1996,"TRAIKSH128E07816DF","Nick Cave & The Bad Seeds","Stagger Lee"
"1570",1996,"TRAOZEJ128F428CCEA","OutKast","Wailin'"
"1571",1996,"TRAJLOR128F428CCC9","Patti Smith","Wing"
"1572",1996,"TRAKHYP128E0792F07","Patty Griffin","Moses"
"1573",1996,"TRBEBEZ128E0792F08","Patty Griffin","Let Him Fly"
"1574",1996,"TRANMKF128E07995A8","Phil Collins","Dance Into The Light (LP Version)"
"1575",1996,"TRANZFP128E07995A9","Phil Collins","That's What You Said  (LP Version)"
"1576",1996,"TRAYXPS128F422842E","Plasmatics","Lightning Breaks"
"1577",1996,"TRBEIAM12903CF4476","Randy Travis","Don't Take Your Love Away From Me (Album Version)"
"1578",1996,"TRADERP128F42908E4","Republica;Jonny Male;Dave Arch","Ready To Go"
"1579",1996,"TRARWMX128F9332CD0","SNAP!","Do You See The Light (Deep Ethno Mix)"
"1580",1996,"TRAQPZK128F9326C80","SNAP!","Mary Had A Little Boy (Maestro Mix)"
"1581",1996,"TRBCHIL128F4281434","Screamin' Jay Hawkins","What's Gonna Happen On the 8th Day"
"1582",1996,"TRADNZM128F9300DF3","Shawn Colvin","Sunny Came Home"
"1583",1996,"TRALCPV128F4254A68","Shelly Manne","Get Me To The Church On Time"
"1584",1996,"TRAZKIS12903CEED76","Solas","Lament for Frankie"
"1585",1996,"TRAQPHD128F4226E5E","Soulwax","Soul Simplicity"
"1586",1996,"TRBBIBE128F4226E29","Soulwax","Kill Your Darlings"
"1587",1996,"TRAJXNB128F4261F43","Steve Vai","Brother"
"1588",1996,"TRACWBO128F92F322F","Stevie Ray Vaughan And Double Trouble","Empty Arms"
"1589",1996,"TRAELUY128F93147BA","Stevie Ray Vaughan And Double Trouble","Chitlins Con Carne"
"1590",1996,"TRADYNQ128F931BCB3","Sunscreem","Secrets"
"1591",1996,"TRBEOSC128F426AB23","System of a Down","War?"
"1592",1996,"TRAICGE128F930DFDE","Tel Basta","I'm Poured Out Like Water"
"1593",1996,"TRAPPUL128F9312995","The Baltimore Consort","The Beautiful Shepherdess of Arcadia"
"1594",1996,"TRAFRKU128F933CE16","The Black Crowes","Girl From A Pawnshop"
"1595",1996,"TRADRJK128E078F041","The Cardigans","Iron Man"
"1596",1996,"TRAXVYK128F9313151","The Cat's Miaow","Autumn"
"1597",1996,"TRAKFKB128F92EFA7F","The Fabulous Thunderbirds","Please Don't Lie To Me"
"1598",1996,"TRBBOUO128F92D246B","The James Taylor Quartet","Creation"
"1599",1996,"TRALSWJ128F1467EDE","The Misfits","She (1997 Digital Remaster)"
"1600",1996,"TRBGCAK128F425F3CC","The Prodigy","Firestarter"
"1601",1996,"TRABMKI128F422E0BE","The Real Kids","Now You Know"
"1602",1996,"TRADVYY128F931C56C","The Shamen","Heal (The Separation) [H.E.L.P Breakbeat]"
"1603",1996,"TRAUAHG128F931C55F","The Shamen","Heal (The Separation) [PM Dawn Alt. Lead Mix]"
"1604",1996,"TRAQRTB128F9332168","The Sonics","Near My Soul"
"1605",1996,"TRAVWZA128F931F36E","The Tragically Hip","Ahead By A Century"
"1606",1996,"TRAETWP128F421AD6A","Tommy Castro","Sho' Enough"
"1607",1996,"TRAXSWX128E0792BEF","Toots & The Maytals","It's You"
"1608",1996,"TRAUCZX128F149D9AE","Tracy Byrd","Walking To Jerusalem"
"1609",1996,"TRBAEJD128F4264B50","Unwritten Law","Superman"
"1610",1996,"TRAJXGX12903D077EC","Vanessa Daou","Evening"
"1611",1996,"TRBDNXF12903D07824","Vanessa Daou","For Anything"
"1612",1996,"TRASCXB128F423D3E7","Willy DeVille","Runnin' Through The Jungle - Shootin' The Blues"
"1613",1996,"TRBDVVT128F4279D11","Xzibit","Carry The Weight"
"1614",1996,"TRBGGBF128F425E4D1","bel canto","Rumour (Abstract Hip Hop Mix)"
"1615",1997,"TRANPLE128F9322D6F","2 Minutos","1987"
"1616",1997,"TRAHRGA12903CBB8AA","3 Steps Ahead","My Mind Is Gone"
"1617",1997,"TRAUSBV128F9344D08","Alceu Valença","Na Primeira Manhã"
"1618",1997,"TRAPZQI128F428CF18","Amorphis","And I Hear You Call"
"1619",1997,"TRAYTOM128F422B08C","Andreas Dorau","So Ist Das Nun Mal"
"1620",1997,"TRAEJFN128F4291C10","Andreas Dorau","So ist das nun mal"
"1621",1997,"TRAFFCC128F9348D0D","Angélica María","Una Sopita De Tu Propio Chocolate"
"1622",1997,"TRADWEL128E078BE94","Arturo Sandoval","Luna de miel en Guama"
"1623",1997,"TRAKEUZ128E078BE99","Arturo Sandoval","Almendra"
"1624",1997,"TRAHNMN128F932DA8E","Atari Teenage Riot","Destroy 2000 Years Of Culture"
"1625",1997,"TRASWAT128F93369E7","Atman","Govinda"
"1626",1997,"TRAVMOE128F9336555","Atman","Lingan"
"1627",1997,"TRARHLY128F42698CA","Audio Adrenaline","Some Kind Of Zombie (Criscoteque Remix)"
"1628",1997,"TRAQJSB128F1454BB2","Badmarsh & Shri","Dancing Drums"
"1629",1997,"TRBHMYW128F93086FE","Bert Kaempfert","Happy Safari"
"1630",1997,"TRBBDLG128F9308703","Bert Kaempfert","Sugar Bush"
"1631",1997,"TRBAJXD12903CC3493","Beth Nielsen Chapman","Fair Enough (LP Version)"
"1632",1997,"TRABRMJ128E0780E42","Blink-182","A New Hope"
"1633",1997,"TRARAEG128F42647B2","Bob Dylan","Trying To Get To Heaven"
"1634",1997,"TRAOBDT128F42B62F8","Buddy Miles","Midnight Rider"
"1635",1997,"TRATFDV128F42B62F7","Buddy Miles","Don't Keep Me Wondering"
"1636",1997,"TRAUBNN128F4298B31","Buju Banton","Destiny"
"1637",1997,"TRAVMFC128F428CDE0","Camp Lo","Sparkle"
"1638",1997,"TRBBFOT12903CBCB4F","Capleton","Raggy Road"
"1639",1997,"TRBEJDZ128F92D02F8","Charlie Byrd","Speak Low"
"1640",1997,"TRADNRG128F426F18C","Charlie Rich","Nice 'N' Easy"
"1641",1997,"TRAKAJM128F429BEED","Charlie Rich","You Don't Know Me"
"1642",1997,"TRAQZBF128F42830A1","Cockney Rejects","Easy Life (Live)"
"1643",1997,"TRAQTBF12903CCC1B7","Cockney Rejects","Oi! Oi! Oi!"
"1644",1997,"TRADOZB128F42312BB","Cool For August","Don't Wanna Be Here (Album Version)"
"1645",1997,"TRBBTSI128E0790E7B","Cornell Campbell","Got To Tell The People"
"1646",1997,"TRAMVBZ12903CB2635","Dean Martin","Pennies From Heaven"
"1647",1997,"TRAFYVC128F4268F8B","Deep Forest","Madazulu"
"1648",1997,"TRATNNX128F426AA41","Deep Forest","Green And Blue"
"1649",1997,"TRAVSVL128F14B12BE","Deftones","Lotion (LP Version)"
"1650",1997,"TRAFZKY128EF36588B","Diamond D","Intro"
"1651",1997,"TRAVGDE128F92F5F5E","Dobet Gnahoré","Kakou"
"1652",1997,"TRADHGK128F428A000","Dropkick Murphys","Skinhead on the MBTA (Album Version)"
"1653",1997,"TRAUEVU128F42B7B0A","EPMD","Jane 5"
"1654",1997,"TRAQRJO128F42B7B09","EPMD / Nocturnal","Dungeon Master"
"1655",1997,"TRBGMWQ12903CC23CD","Eighteen Visions","Life's Blood"
"1656",1997,"TRALDYU128F422C336","Eric Burdon","Ghetto Child"
"1657",1997,"TRADCYH128F931532A","Far Too Jones","Use Me"
"1658",1997,"TRAVGKM128F92C58B4","Fernando Ortega","Don't Let Me Come Home A Stranger (LP Version)"
"1659",1997,"TRANLLL128F42268D9","Frederic Galliano","Nomades Monades"
"1660",1997,"TRAEOOH128F934ACD4","GWAR","Let's Blame The Lightman"
"1661",1997,"TRAAPIV128F1493132","Gary Moore","What Are We Here For"
"1662",1997,"TRBAODV128F146C606","Grey Area","All Time Low (Album Version)"
"1663",1997,"TRBCDCS128F422F0CF","Hatebreed","Mark My Words (Album Version)"
"1664",1997,"TRAAFUJ128F933F42B","Heavy D / McGruff","Wanna Be A Player"
"1665",1997,"TRACNYM12903CDF543","Helen Love","Bubblegum"
"1666",1997,"TRAWAXV128F92E075C","Information Society","Empty"
"1667",1997,"TRAQHHV128F92E0787","Information Society","Seek 300"
"1668",1997,"TRACRBQ128F4263964","J.J. Cale","Midnight In Memphis"
"1669",1997,"TRAJBLX128F4253677","James Newton Howard","Voices"
"1670",1997,"TRAMENF128F429F999","Jazz Gillum","You're Laughing Now"
"1671",1997,"TRBCBVI128F429F994","Jazz Gillum","Boar Hog Blues"
"1672",1997,"TRAIWLU128F427DAB8","Jerry Goldsmith","The Keys"
"1673",1997,"TRAGVJI128F9331513","Jim Chappell","Almost Us"
"1674",1997,"TRAAENP128F147BF32","John Cale","Movement 4 [from Kiss] (Album Version)"
"1675",1997,"TRAWWVS128F1482068","John Mayall & The Bluesbreakers","Looking Back"
"1676",1997,"TRBCUUU128F425CA73","John Mayall & The Bluesbreakers","Looking Back"
"1677",1997,"TRARSZV12903CDB2DE","Junior Kimbrough","Meet Me in the City"
"1678",1997,"TRBDGEW128F93333E0","Junior Kimbrough","Lonesome Road"
"1679",1997,"TRAOREE128F934DB89","Kool Keith","Don't Crush It"
"1680",1997,"TRAZSBF128F933BBCA","Les Ogres De Barback","Femme du guerrier"
"1681",1997,"TRAWUUP12903CEF2F9","Letters To Cleo","Co-Pilot (Album Version)"
"1682",1997,"TRALKRO128F931CF20","Lightnin' Slim","My Babe"
"1683",1997,"TRAQRTQ128F42707EA","Lisa Lisa & Cult Jam","Something 'Bout Love"
"1684",1997,"TRALECB128F42A35E8","Lonestar","Amie"
"1685",1997,"TRATDDM128F93417AF","Los Auténticos Decadentes","El Gran Señor"
"1686",1997,"TRBBHQO128F9341FC8","Los Auténticos Decadentes","El Chorro"
"1687",1997,"TRATJYF128F930EA84","Los Indios Tabajaras","Sueño Salvaje"
"1688",1997,"TRAADYI128E078FB38","Lost Boyz","Certain Things We Do"
"1689",1997,"TRASCAU128E078FB37","Lost Boyz","What's Wrong"
"1690",1997,"TRADGXJ128E078FB3A","Lost Boyz","Get Your Hustle On"
"1691",1997,"TRAHUHP128F424BD36","MU330","Cursed Again"
"1692",1997,"TRBBXSE128F42798F6","Mariah Carey","Honey"
"1693",1997,"TRBEBWG128F93214A4","Mariah Carey","Outside"
"1694",1997,"TRBCIQL128F427C0AD","Mariah Carey Featuring Da Brat & JD","Honey"
"1695",1997,"TRAFCPP128F426EC01","Memphis Minnie","Pig Meat On The Line"
"1696",1997,"TRAWLIM128F92F13EF","Mindy McCready","You'll Never Know"
"1697",1997,"TRANLHL12903CF88E5","Moonspell","Sacred"
"1698",1997,"TRAJHDR128F92FA863","Morgion","Basking Under a Blacksun Dawning"
"1699",1997,"TRAZUKY128F426C8BC","Mötley Crüe","Afraid"
"1700",1997,"TRAUSOM128F9337BC3","Nana Mouskouri","Only You"
"1701",1997,"TRAULTS128F931290B","Nightwish","Beauty And The Beast"
"1702",1997,"TRBFJNF128F1462488","Nightwish","Lappi Pt IV Etiäinen"
"1703",1997,"TRAAHZP12903CA25F4","Organized Konfusion","Hate"
"1704",1997,"TRBAQSH128F4262B12","Orquesta America","Boda de Oro"
"1705",1997,"TRAFXMZ128F42AFC47","Otis Spann","Can't Do Me No Good"
"1706",1997,"TRAMBRB128F931E683","Pedro Luis e a Parede","In The Rain"
"1707",1997,"TRBBECU128F931E67C","Pedro Luis e a Parede","Soul"
"1708",1997,"TRAQNUS128F14698ED","Photek","124"
"1709",1997,"TRAAKAS128F4246013","Porcupine Tree","Waiting"
"1710",1997,"TRASPZN128F92D278C","Porter Wagoner","Angel Band"
"1711",1997,"TRAJNTJ12903CDB09A","R.L. Burnside","Over The Hill"
"1712",1997,"TRACECN128F9310E97","Radiohead","Subterranean Homesick Alien"
"1713",1997,"TRAHFOU128F42B3F2A","Rakim","Outro"
"1714",1997,"TRATZRV128F42B3F1B","Rakim","Skit"
"1715",1997,"TRAMHFW128F4254303","Ricardo Lemvo","Yiri Yiri Bon"
"1716",1997,"TRAKGRM128F149DAFB","Robben Ford","The Champ"
"1717",1997,"TRBABQS128F4254688","Roy Roberts","Let's Wrap Up"
"1718",1997,"TRAHYON12903CC36EF","Seven Mary Three","People Like New (LP Version)"
"1719",1997,"TRAQICU128F4295BED","Shakira","Donde Estas Corazon"
"1720",1997,"TRBEZEM128F92F135A","Sick Of It All","Burn 'Em Down (LP Version)"
"1721",1997,"TRAACZK128F4243829","Sierra Maestra","¿Dónde va Chichi?"
"1722",1997,"TRAJFDU128F426A5F4","Silverchair","The Door"
"1723",1997,"TRBFEIX128F426A5F8","Silverchair","Roses"
